length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,random_domain,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,nb_hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,ratio_nullHyperlinks,nb_extCSS,ratio_intRedirection,ratio_extRedirection,ratio_intErrors,ratio_extErrors,login_form,external_favicon,links_in_tags,submit_email,ratio_intMedia,ratio_extMedia,sfh,iframe,popup_window,safe_anchor,onmouseover,right_clic,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,web_traffic,dns_record,google_index,page_rank,status,domain_age_missing,domain_age_created
47.0,18,0,2,0,0.0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,2,0,5,3,3,3,4,10,10,7,6.0,6.5,5.666666667,0.0,0,0,0,0,0,13,0.384615385,0.615384615,0,2,0,0.0,0,0.125,0,1,50.0,0,0.0,0.0,0,0,0,33.33333333,0,0,0,0,0,0,109,0,0,1,3.0,0,0,5005
25.0,17,0,2,0,0.0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,2,4,3,3,0,9,9,0,6.0,6.0,0.0,0.0,0,0,0,0,0,122,0.87704918,0.12295082,0,0,0,0.133333333,0,0.066666667,0,1,90.90909091,0,100.0,0.0,0,0,0,27.77777778,0,0,0,0,0,0,1069,128,0,0,6.0,0,0,7697
28.0,21,0,2,0,0.0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,8,8,0,9,9,0,8.5,8.5,0.0,0.0,0,0,0,0,0,6,0.0,1.0,0,1,0,1.166666667,0,0.0,0,1,0.0,0,0.0,100.0,0,0,0,0.0,0,0,0,0,0,0,282,1561104,0,1,2.0,1,0,7412
70.0,21,0,2,3,0.0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0,0,1,0,0,2,0,0,1,0,1,0,8,3,3,17,3,17,17,7,6.375,17.0,4.857142857,2.0,0,0,0,0,0,23,0.217391304,0.7826086959999999,0,0,0,0.333333333,0,0.0,0,1,0.0,0,75.0,25.0,0,0,0,16.66666667,0,0,0,1,0,0,258,0,0,1,0.0,1,0,1202
52.0,21,0,2,2,0.0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,5,3,3,3,5,13,13,9,7.2,8.0,6.666666667,0.0,0,0,0,0,0,139,0.863309353,0.136690647,0,0,0,0.473684211,0,0.052631579,0,0,75.0,0,33.33333333,66.66666667,0,0,0,13.33333333,0,0,0,1,1,0,1202,8550,0,0,6.0,0,0,5737
50.0,42,0,4,2,0.0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1.0,0.04,0.047619048,0,0,0,0,0,3,0,0,1,0,1,0,6,1,1,1,0,13,13,0,5.5,5.5,0.0,0.0,0,0,0,0,0,14,0.642857143,0.357142857,0,0,0,0.0,0,0.0,0,1,75.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,1,0,218,0,0,1,5.0,1,0,5626
23.0,14,0,3,0,0.0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,3,0,1,0,0,0,0,2,3,3,3,0,3,3,0,3.0,3.0,0.0,0.0,1,0,0,0,0,159,0.886792453,0.113207547,0,0,0,0.222222222,0,0.111111111,0,0,100.0,0,94.11764706,5.8823529410000015,0,0,0,29.16666667,0,0,0,0,0,0,0,90667,0,0,4.0,0,1,0
42.0,22,0,2,1,0.0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0,0,1,0,0,2,0,0,0,0,1,0,4,3,3,3,4,14,14,7,7.0,8.5,5.5,0.0,0,0,0,0,0,195,0.994871795,0.005128205,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,93.75,0,0,0,1,1,0,448,988,0,0,5.0,0,0,7587
45.0,27,0,2,0,0.0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,3,4,3,3,8,19,19,8,10.0,11.0,8.0,0.0,0,0,0,0,0,41,0.487804878,0.5121951220000001,0,1,0,0.333333333,0,0.142857143,1,1,66.66666667,0,28.57142857,71.42857143,0,0,0,36.36363636,0,0,0,1,1,0,140,2430743,0,0,3.0,0,0,4608
130.0,8,0,1,10,0.0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,15,1,2,4,2,10,4,10,6.933333332999999,4.0,7.142857143,0.0,0,0,0,0,0,28,0.535714286,0.464285714,0,1,0,0.0,0,0.076923077,0,1,57.14285714,0,0.0,100.0,0,0,0,22.22222222,0,0,0,0,1,0,320,379136,0,0,4.0,0,0,8810
44.0,16,0,1,0,0.0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,8,12,8,12,12,10,10.0,12.0,9.0,0.0,0,0,0,0,0,30,0.933333333,0.066666667,0,0,0,0.0,0,0.5,0,0,100.0,0,0.0,100.0,0,0,0,0.0,0,0,0,1,0,0,309,0,0,1,0.0,1,1,0
56.0,14,0,2,2,0.0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,1.0,0.035714286,0.0,0,0,0,0,0,2,1,0,0,0,1,0,9,3,2,3,2,8,7,8,4.222222222,5.0,4.0,3.0,0,0,0,0,0,24,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,100.0,0,0,0,1,0,0,196,0,0,1,1.0,1,0,3821
41.0,21,0,2,0,0.0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,2,0,4,2,5,6,5,10,10,6,6.75,8.0,5.5,0.0,0,0,0,0,0,11,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,0,0,83,988416,1,1,1.0,1,0,6856
41.0,11,0,3,0,0.0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,6,3,2,3,2,7,3,7,4.0,3.0,4.5,0.0,0,0,0,0,0,107,0.906542056,0.093457944,0,0,0,0.2,0,0.4,0,0,100.0,0,95.12195122,4.87804878,0,0,0,66.66666667,0,0,0,0,0,0,1795,5635,0,0,5.0,0,0,8430
24.0,15,0,2,0,0.0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,7,7,0,5.0,5.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,113,3566615,0,0,1.0,0,0,2808
70.0,18,0,3,0,1.0,1,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,9,8,2,14,2,14,14,7,5.555555556,14.0,4.5,0.0,0,0,0,0,0,1,1.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,305,0,0,1,0.0,1,0,59
23.0,14,0,2,0,0.0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,7,7,0,5.0,5.0,0.0,0.0,0,0,0,0,0,33,0.0,1.0,0,1,0,0.060606061,0,0.121212121,0,1,0.0,0,0.0,100.0,0,0,0,0.0,0,0,0,0,1,1,0,162824,0,0,4.0,0,1,0
34.0,13,0,2,2,0.0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,5,3,2,3,2,7,5,7,3.8,4.0,3.666666667,0.0,0,0,0,0,0,130,0.061538462,0.938461538,0,1,0,0.049180328,0,0.06557377,1,1,0.0,0,0.0,100.0,0,0,0,6.0,0,0,0,1,1,0,138,14411,0,1,5.0,0,0,6072
202.0,16,1,1,4,0.0,1,1,0,2,1,0,0,6,0,1,0,1,0,0,0,0,0,0,1.0,0.178217822,0.0,0,0,0,0,0,1,0,0,0,0,1,0,14,6,3,12,3,80,12,80,12.71428571,12.0,12.76923077,0.0,0,0,0,0,0,15,0.6,0.4,0,1,0,0.0,0,0.0,0,1,0.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,1,0,0,6728303,0,1,2.0,1,0,6868
26.0,18,0,2,0,0.0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,3,3,0,11,11,0,7.0,7.0,0.0,0.0,0,0,0,0,0,30,0.3666666670000001,0.6333333329999999,0,1,0,0.105263158,0,0.0,0,1,50.0,0,0.0,0.0,0,0,0,44.44444444,0,0,0,1,1,0,115,0,0,0,2.0,0,0,980
50.0,18,0,2,3,0.0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0,0,0,0,0,2,1,0,0,0,1,0,7,3,3,3,3,8,5,8,4.571428571,4.0,5.0,0.0,0,0,0,0,0,30,0.133333333,0.8666666670000001,0,0,0,0.307692308,0,0.115384615,1,0,100.0,0,12.5,87.5,0,0,0,18.18181818,0,0,0,1,1,0,356,9281332,0,0,4.0,0,1,0
126.0,50,1,4,1,0.0,1,2,0,3,2,0,0,5,0,1,0,0,0,0,0,1,0,0,0.0,0.134920635,0.0,0,0,0,1,0,3,1,0,0,0,0,0,12,4,2,3,2,17,13,17,8.25,8.4,8.142857142999999,0.0,0,0,0,0,0,51,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,1,0,25,5707171,0,1,0.0,1,0,3993
102.0,15,1,1,1,0.0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,1.0,0.196078431,0.0,0,0,0,0,0,1,1,0,0,0,1,0,9,7,2,11,2,32,11,32,9.222222222,11.0,9.0,3.0,0,0,0,0,0,88,0.897727273,0.102272727,0,0,0,0.5555555560000001,0,0.222222222,1,0,85.71428571,0,100.0,0.0,0,0,0,85.71428571,0,0,0,1,0,0,145,0,0,1,0.0,1,0,2047
66.0,20,0,2,0,0.0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,6,6,3,3,4,14,12,14,8.166666667000001,7.5,8.5,0.0,0,0,0,0,0,263,0.897338403,0.102661597,0,0,0,0.111111111,0,0.0,0,0,81.25,0,13.04347826,86.95652174,0,0,0,95.29411765,0,0,0,1,1,0,172,3878,0,0,6.0,0,0,4210
32.0,14,0,2,0,0.0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1.0,0.15625,0.214285714,0,0,0,0,0,2,0,0,0,0,0,0,3,1,3,3,10,10,5,10,6.0,4.0,10.0,0.0,0,0,0,1,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,2430,4365,0,1,3.0,1,0,1953
40.0,7,0,1,0,0.0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1.0,0.025,0.142857143,0,0,0,0,0,1,0,0,0,0,1,0,4,1,4,4,5,10,4,10,6.5,4.0,7.333333333,0.0,0,0,0,0,0,15,0.666666667,0.333333333,0,0,0,0.4,0,0.0,1,0,66.66666667,0,0.0,0.0,0,0,0,66.66666667,0,0,0,1,1,0,136,0,0,1,3.0,0,0,6438
20.0,11,0,2,0,0.0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,2,3,3,3,0,3,3,0,3.0,3.0,0.0,0.0,0,0,0,0,0,168,0.8392857140000001,0.1607142859999999,0,0,0,0.4074074070000001,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,10.0,0,0,0,0,0,0,0,97060,0,0,4.0,0,0,7730
36.0,17,0,2,1,0.0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,4,3,2,3,2,9,9,8,5.5,6.0,5.0,0.0,0,0,0,0,0,54,0.759259259,0.240740741,0,0,0,0.461538462,0,0.076923077,0,0,93.75,0,50.0,50.0,0,0,1,0.0,0,0,0,1,1,0,226,1546,0,0,6.0,0,0,8906
29.0,20,0,2,1,0.0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,2,1,1,0,0,0,0,3,3,3,3,0,8,8,0,4.666666667,4.666666667,0.0,0.0,0,0,0,0,0,1097,0.997265269,0.002734731,0,0,0,1.0,0,0.333333333,0,1,83.33333333,0,100.0,0.0,0,0,0,99.81884058,0,0,0,1,1,0,36,2659785,0,0,2.0,0,0,5442
32.0,24,0,2,0,0.0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,8,8,0,11,11,0,9.5,9.5,0.0,0.0,1,0,0,0,0,59,0.491525424,0.508474576,0,3,0,0.333333333,0,0.066666667,1,1,9.090909091,0,37.5,62.5,0,0,0,82.35294118,0,0,0,1,1,0,372,2408577,0,0,5.0,0,0,7297
70.0,14,0,3,4,0.0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,1.0,0.071428571,0.0,0,0,1,0,0,3,0,0,0,0,1,0,8,0,4,4,4,10,5,10,6.5,4.5,7.166666667,0.0,0,0,0,0,0,53,0.660377358,0.339622642,0,0,0,0.333333333,0,0.166666667,0,0,90.0,0,50.0,50.0,0,0,0,23.80952381,0,0,0,0,1,0,275,549,0,0,6.0,0,0,11049
27.0,19,0,3,0,0.0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,2,4,3,3,0,9,9,0,6.0,6.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,143,0,0,0,4.0,0,0,3510
99.0,17,0,2,2,0.0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,8,5,5,6,5,32,6,32,10.0,6.0,11.33333333,0.0,1,0,0,0,0,19,0.263157895,0.736842105,0,1,0,0.0,0,0.0,0,1,33.33333333,0,0.0,100.0,0,0,0,100.0,0,0,0,1,1,0,2975,1,0,0,10.0,0,0,8347
44.0,25,0,2,0,0.0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,3,5,3,3,11,17,17,11,10.33333333,10.0,11.0,0.0,0,0,0,0,0,212,0.863207547,0.136792453,0,0,0,0.24137931,0,0.0,0,1,61.53846154,0,100.0,0.0,0,0,0,53.125,0,0,0,1,1,0,2505,684,0,0,6.0,0,0,6260
39.0,12,0,2,0,0.0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0.0,0.025641026,0.0,0,0,0,0,0,2,0,1,0,0,1,0,5,0,2,9,2,9,9,6,4.8,9.0,3.75,1.0,0,0,0,0,0,13,0.307692308,0.692307692,0,2,0,0.0,0,0.0,0,1,0.0,0,0.0,0.0,0,0,0,100.0,0,0,0,1,0,1,0,10288277,0,1,0.0,1,1,0
28.0,19,0,2,1,0.0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,2,1,0,0,0,0,0,3,3,3,3,0,6,6,0,4.666666667,4.666666667,0.0,0.0,0,0,0,0,0,148,0.844594595,0.155405405,0,1,0,0.304347826,0,0.0,0,1,88.88888889,0,100.0,0.0,0,0,0,33.33333333,0,0,0,0,1,0,653,921884,0,0,2.0,0,0,4460
27.0,19,0,2,0,0.0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,2,3,3,3,0,11,11,0,7.0,7.0,0.0,0.0,0,0,0,0,0,27,0.37037037,0.62962963,0,1,0,0.352941176,0,0.0,0,1,45.45454545,0,0.0,100.0,0,0,0,52.94117647,0,0,0,0,1,0,179,156797,0,0,5.0,0,0,3839
108.0,27,0,4,2,0.0,1,0,0,1,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0.0,0.12962963,0.0,0,0,0,0,0,3,0,0,0,0,0,0,13,3,1,3,1,13,12,13,6.461538462,7.0,6.3,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,1,0,0,3466,0,0,6.0,0,0,12762
135.0,29,0,8,1,0.0,2,1,0,2,0,0,0,8,0,1,0,2,0,0,0,1,0,0,1.0,0.044444444,0.206896552,0,0,1,0,0,3,1,0,1,0,0,0,20,5,1,1,3,13,7,13,5.25,4.2,5.6,1.0,0,0,0,0,0,62,0.596774194,0.403225806,0,0,0,0.16,0,0.0,1,0,100.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,1,0,217,0,0,1,5.0,1,0,5627
278.0,40,0,3,1,0.0,1,1,0,2,0,0,0,5,0,1,0,0,0,0,0,1,0,0,1.0,0.143884892,0.0,0,0,1,0,0,3,1,0,0,0,1,0,10,11,2,8,2,200,17,200,25.7,11.33333333,31.85714286,0.0,0,0,0,0,0,4,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,100.0,0,0,0,1,0,0,80,0,0,1,0.0,1,0,1381
106.0,21,0,5,0,0.0,1,0,0,1,0,0,0,8,0,1,0,0,0,0,1,1,0,0,1.0,0.066037736,0.0,0,0,1,0,0,3,0,0,1,0,2,0,13,5,1,2,1,25,7,25,6.384615385,5.0,6.8,1.0,0,0,1,0,0,31,0.161290323,0.838709677,0,1,0,0.0,0,0.0,0,1,28.57142857,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,215,13267,0,1,5.0,1,0,6725
55.0,19,0,2,3,0.0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0,0,1,0,0,2,0,0,0,0,1,0,7,3,3,3,3,11,11,8,5.285714286,7.0,4.6,0.0,0,0,0,0,0,14,0.5,0.5,0,0,0,0.142857143,0,0.0,0,0,80.0,0,0.0,100.0,0,0,0,42.85714286,0,0,0,0,0,0,174,66570,0,0,5.0,0,0,4209
48.0,28,0,2,1,0.0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,2,1,0,0,0,1,0,4,0,2,21,2,21,21,5,7.75,21.0,3.333333333,2.0,0,0,0,0,0,4,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,100.0,0,0,0,1,0,1,0,0,0,1,0.0,1,0,470
44.0,17,0,3,0,0.0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,1,0,6,3,1,3,1,9,9,7,4.666666667,6.0,4.0,0.0,0,0,0,0,0,166,0.638554217,0.361445783,0,0,0,0.133333333,0,0.6333333329999999,0,1,30.95238095,0,100.0,0.0,0,0,0,66.66666667,0,0,0,0,0,0,617,12601,0,0,6.0,0,0,8148
72.0,41,0,5,3,0.0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,1.0,0.069444444,0.12195122,0,0,0,0,0,3,0,0,1,0,0,0,11,3,1,1,2,9,9,7,4.6363636360000005,5.333333333,3.8,2.0,0,0,0,0,0,22,0.181818182,0.818181818,0,1,0,0.166666667,0,0.0,0,1,0.0,0,16.66666667,83.33333333,0,0,0,25.0,0,0,0,1,1,0,228,0,0,1,5.0,1,0,5615
22.0,14,0,2,0,0.0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,3,3,0,6,6,0,4.5,4.5,0.0,0.0,0,0,0,0,0,877,0.979475485,0.020524515,0,1,0,0.0,0,0.0,0,1,80.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,1,0,304,7471833,0,0,2.0,0,0,1887
64.0,20,0,3,0,0.0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,6,5,3,3,3,13,12,13,8.0,7.5,8.25,0.0,0,0,0,0,0,84,0.964285714,0.035714286,0,0,0,0.0,0,0.0,0,0,57.14285714,0,0.0,0.0,0,0,0,100.0,0,0,0,1,0,0,291,380311,0,1,4.0,0,0,7379
77.0,12,0,2,2,0.0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,1.0,0.0779220779999999,0.0,0,0,0,0,0,2,1,0,0,0,0,0,10,0,2,8,2,17,8,17,5.7,8.0,5.444444444,3.0,0,0,0,0,0,4,1.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,100.0,0.0,0,0,0,0.0,0,0,1,1,0,0,16,0,0,1,0.0,1,0,2905
29.0,17,0,2,0,0.0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,2,3,2,9,9,2,4.666666667,6.0,2.0,0.0,0,0,0,0,0,13,0.692307692,0.307692308,0,0,0,0.0,0,0.0,0,1,50.0,0,100.0,0.0,0,0,0,50.0,0,0,0,1,0,0,86,0,0,1,0.0,1,1,0
56.0,18,0,2,2,0.0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,6,4,3,3,5,10,10,8,6.666666667,6.5,6.75,0.0,0,0,0,0,0,94,0.936170213,0.063829787,0,1,0,0.0,0,0.0,0,1,92.85714286,0,100.0,0.0,0,0,0,70.0,0,0,0,1,0,0,991,2873,0,0,5.0,0,0,4486
26.0,17,0,2,0,0.0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,7,7,0,5.0,5.0,0.0,0.0,0,0,0,1,0,36,0.583333333,0.4166666670000001,0,1,0,0.266666667,0,0.0,0,1,36.36363636,0,100.0,0.0,0,0,0,0.0,0,0,0,0,0,1,0,1581954,0,0,4.0,0,0,1366
57.0,15,0,3,0,0.0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,1,0,7,3,2,3,2,12,7,12,5.714285714,5.0,6.0,0.0,0,0,0,0,0,105,0.695238095,0.304761905,0,0,0,0.71875,0,0.0,0,0,76.92307692,0,63.15789474,36.84210526,0,0,0,63.33333333,0,0,0,1,1,0,299,1303460,0,1,5.0,0,0,7370
110.0,30,0,2,1,0.0,1,0,0,1,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0,0,0,0,0,2,1,0,1,0,1,0,9,1,1,2,1,46,12,46,9.777777778,8.0,10.66666667,0.0,0,0,0,0,0,26,0.115384615,0.884615385,0,0,0,0.0,0,0.086956522,0,1,7.692307692000001,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,381,0,0,1,4.0,1,0,8019
41.0,13,0,2,0,0.0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,3,9,3,9,9,6,5.2,9.0,4.25,0.0,0,0,0,0,0,34,0.205882353,0.794117647,0,0,0,0.0,0,0.0,0,1,18.18181818,0,100.0,0.0,0,0,0,100.0,0,0,0,1,1,0,849,0,0,1,0.0,1,0,7552
39.0,24,0,2,1,0.0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0.0,0.102564103,0.0,0,0,0,0,0,2,1,0,0,0,0,0,4,1,3,3,4,9,9,4,5.25,5.666666667,4.0,0.0,0,0,0,1,0,8,0.125,0.875,0,1,0,0.0,0,0.0,0,1,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,2430,4365,0,1,3.0,1,0,1953
46.0,18,0,3,0,0.0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,5,5,3,3,4,10,10,10,6.2,6.5,6.0,0.0,0,0,0,0,0,6,0.166666667,0.833333333,0,1,0,0.0,0,1.0,0,1,0.0,0,0.0,100.0,0,0,0,100.0,0,0,0,1,0,0,26,0,0,1,0.0,1,0,5088
19.0,10,0,2,0,0.0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,2,0,1,0,0,0,0,2,3,2,2,0,3,3,0,2.5,2.5,0.0,0.0,0,0,0,0,0,97,0.773195876,0.226804124,0,4,0,0.181818182,0,0.0,0,1,16.66666667,0,0.0,100.0,0,0,0,55.55555556,0,0,0,1,1,0,1267,423862,0,0,4.0,0,1,0
39.0,14,0,2,0,0.0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0,0,1,0,0,2,0,0,0,0,1,0,4,4,3,3,5,10,6,10,6.0,4.5,7.5,0.0,0,0,0,0,0,142,0.471830986,0.5281690139999999,0,3,0,0.04,0,0.013333333,0,1,0.0,0,31.25,68.75,0,0,0,70.0,0,0,0,0,1,0,1655,631,0,0,7.0,0,0,7476
42.0,16,0,2,0,0.0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,3,4,3,3,16,16,8,16,9.0,5.5,16.0,0.0,1,0,0,0,0,153,0.3790849670000001,0.620915033,0,12,0,0.0,0,0.0,0,1,22.22222222,0,0.0,100.0,0,0,0,100.0,0,0,0,0,0,0,2808,8,0,0,10.0,0,0,8516
